epoch,train_loss,val_loss,val_auc,duration_sec
1,1.5053421345147437,1.1942946847909943,0.7632130950551811,3476.9958724975586
2,1.3471783339597205,1.1903337562271439,0.7680416763900941,3504.4208674430847
3,1.2468223498752486,1.1085221884940752,0.7862975615544097,3457.482885122299
4,1.165051088246151,1.1273972238545642,0.7887013197494603,3415.0113503932953
5,1.1013750279981136,1.1231259642738678,0.7893244336321362,3441.0936868190765
6,1.046892226101223,1.130102348497044,0.78809674938947,3436.4603204727173
7,0.979069846313807,1.1592297246318837,0.7885728174400836,3574.737620830536
8,0.9256330297035563,1.1963436564404124,0.781368346896353,4236.073927640915
9,0.8936036362800748,1.246366857679905,0.7834826793957711,3690.2377676963806
10,0.838843697384057,1.3066888432406452,0.7786284862863718,3366.767764568329
